unique_coffee,points_category,points
838,uniformity,10
838,clean_cup,10
838,sweetness,10
838,cupper_points,7.17
839,aroma,7.17
839,flavor,7.58
839,aftertaste,6.83
839,acidity,7.5
839,body,7.75
839,balance,7.25
839,uniformity,10
839,clean_cup,10
839,sweetness,10
839,cupper_points,7.75
840,aroma,7.58
840,flavor,7
840,aftertaste,6.92
840,acidity,6.92
840,body,7.67
840,balance,7.5
840,uniformity,10
840,clean_cup,10
840,sweetness,10
840,cupper_points,8.25
841,aroma,7.33
841,flavor,7.58
841,aftertaste,7.5
841,acidity,7.42
841,body,7.33
841,balance,7.33
841,uniformity,10
841,clean_cup,10
841,sweetness,10
841,cupper_points,7.33
842,aroma,7.58
842,flavor,7.5
842,aftertaste,7.33
842,acidity,7.5
842,body,7.17
842,balance,7.33
842,uniformity,10
842,clean_cup,10
842,sweetness,10
842,cupper_points,7.42
843,aroma,7.5
843,flavor,7.5
843,aftertaste,7.33
843,acidity,7.5
843,body,7.42
843,balance,7.25
843,uniformity,10
843,clean_cup,10
843,sweetness,10
843,cupper_points,7.33
844,aroma,7.67
844,flavor,7.5
844,aftertaste,7.5
844,acidity,7.25
844,body,7.08
844,balance,7.42
844,uniformity,10
844,clean_cup,10
844,sweetness,10
844,cupper_points,7.42
845,aroma,7.67
845,flavor,7.33
845,aftertaste,7.17
845,acidity,7.25
845,body,7.75
845,balance,7.33
845,uniformity,10
845,clean_cup,10
845,sweetness,10
845,cupper_points,7.33
846,aroma,7.42
846,flavor,7.42
846,aftertaste,7.42
846,acidity,7.33
846,body,7.42
846,balance,7.42
846,uniformity,10
846,clean_cup,10
846,sweetness,10
846,cupper_points,7.42
847,aroma,7.58
847,flavor,7.42
847,aftertaste,7.33
847,acidity,7.33
847,body,7.33
847,balance,7.42
847,uniformity,10
847,clean_cup,10
847,sweetness,10
847,cupper_points,7.42
848,aroma,7.33
848,flavor,7.58
848,aftertaste,7.25
848,acidity,7.17
848,body,7.83
848,balance,7.33
848,uniformity,10
848,clean_cup,10
848,sweetness,10
848,cupper_points,7.33
849,aroma,7.5
849,flavor,7.5
849,aftertaste,7.33
849,acidity,7.33
849,body,7.33
849,balance,7.33
849,uniformity,10
849,clean_cup,10
849,sweetness,10
849,cupper_points,7.5
850,aroma,7.42
850,flavor,7.42
850,aftertaste,7.25
850,acidity,7.5
850,body,7.33
850,balance,7.42
850,uniformity,10
850,clean_cup,10
850,sweetness,10
850,cupper_points,7.5
851,aroma,7.5
851,flavor,7.5
851,aftertaste,7
851,acidity,7.42
851,body,7.5
851,balance,7.58
851,uniformity,10
851,clean_cup,10
851,sweetness,10
851,cupper_points,7.33
852,aroma,7.83
852,flavor,7.83
852,aftertaste,7.83
852,acidity,8
852,body,7.83
852,balance,7.83
852,uniformity,10
852,clean_cup,6.67
852,sweetness,10
852,cupper_points,8
853,aroma,7.75
853,flavor,7.75
853,aftertaste,7.5
853,acidity,7.42
853,body,7.83
853,balance,7.75
853,uniformity,9.33
853,clean_cup,9.33
853,sweetness,9.33
853,cupper_points,7.83
854,aroma,7.83
854,flavor,7.67
854,aftertaste,7.33
854,acidity,7.33
854,body,7.67
854,balance,7.83
854,uniformity,9.33
854,clean_cup,10
854,sweetness,9.33
854,cupper_points,7.5
855,aroma,7.83
855,flavor,7.33
855,aftertaste,7.25
855,acidity,7.58
855,body,7.25
855,balance,7.33
855,uniformity,10
855,clean_cup,10
855,sweetness,10
855,cupper_points,7.25
856,aroma,7.33
856,flavor,7.33
856,aftertaste,7.25
856,acidity,7.5
856,body,7.5
856,balance,7.5
856,uniformity,10
856,clean_cup,10
856,sweetness,10
856,cupper_points,7.42
857,aroma,7.33
857,flavor,7.67
857,aftertaste,7.25
857,acidity,7.5
857,body,7.5
857,balance,7.25
857,uniformity,10
857,clean_cup,10
857,sweetness,10
857,cupper_points,7.33
858,aroma,7.58
858,flavor,7.5
858,aftertaste,7.17
858,acidity,7.58
858,body,7.33
858,balance,7.33
858,uniformity,10
858,clean_cup,10
858,sweetness,10
858,cupper_points,7.33
859,aroma,7.25
859,flavor,7.58
859,aftertaste,7.83
859,acidity,7.67
859,body,7.75
859,balance,7.75
859,uniformity,9.33
859,clean_cup,9.33
859,sweetness,10
859,cupper_points,7.33
860,aroma,7.5
860,flavor,7.5
860,aftertaste,7.25
860,acidity,7.42
860,body,7.42
860,balance,7.33
860,uniformity,10
860,clean_cup,10
860,sweetness,10
860,cupper_points,7.33
861,aroma,7
861,flavor,7.08
861,aftertaste,7.33
861,acidity,7.5
861,body,7.5
861,balance,7.33
861,uniformity,10
861,clean_cup,10
861,sweetness,10
861,cupper_points,8
862,aroma,7.42
862,flavor,7.42
862,aftertaste,7.42
862,acidity,7.42
862,body,7.33
862,balance,7.33
862,uniformity,10
862,clean_cup,10
862,sweetness,10
862,cupper_points,7.42
863,aroma,7.17
863,flavor,7.25
863,aftertaste,7.17
863,acidity,7.25
863,body,7.42
863,balance,8.25
863,uniformity,10
863,clean_cup,10
863,sweetness,10
863,cupper_points,7.25
864,aroma,7.5
864,flavor,7.5
864,aftertaste,7.33
864,acidity,7.42
864,body,7.25
864,balance,7.25
864,uniformity,10
864,clean_cup,10
864,sweetness,10
864,cupper_points,7.5
865,aroma,7.42
865,flavor,7.5
865,aftertaste,7.17
865,acidity,7.67
865,body,7.33
865,balance,7.42
865,uniformity,10
865,clean_cup,10
865,sweetness,10
865,cupper_points,7.25
866,aroma,7.42
866,flavor,7.5
866,aftertaste,7.33
866,acidity,7.58
866,body,7.33
866,balance,7.33
866,uniformity,10
866,clean_cup,10
866,sweetness,10
866,cupper_points,7.25
867,aroma,7.33
867,flavor,7.42
867,aftertaste,7.33
867,acidity,7.67
867,body,7.42
867,balance,7.25
867,uniformity,10
867,clean_cup,10
867,sweetness,10
867,cupper_points,7.33
868,aroma,7.5
868,flavor,7.42
868,aftertaste,7.25
868,acidity,7.33
868,body,7.67
868,balance,7.25
868,uniformity,10
868,clean_cup,10
868,sweetness,10
868,cupper_points,7.33
869,aroma,7.33
869,flavor,7.42
869,aftertaste,7.33
869,acidity,7.33
869,body,7.5
869,balance,7.67
869,uniformity,10
869,clean_cup,10
869,sweetness,10
869,cupper_points,7.17
870,aroma,7.42
870,flavor,7.58
870,aftertaste,6.92
870,acidity,7.08
870,body,7.25
870,balance,8
870,uniformity,10
870,clean_cup,10
870,sweetness,10
870,cupper_points,7.5
871,aroma,7.42
871,flavor,7.5
871,aftertaste,7.25
871,acidity,7.5
871,body,7.5
871,balance,7.25
871,uniformity,10
871,clean_cup,10
871,sweetness,10
871,cupper_points,7.25
872,aroma,7.42
872,flavor,7.42
872,aftertaste,7.08
872,acidity,7.42
872,body,7.33
872,balance,7.42
872,uniformity,10
872,clean_cup,10
872,sweetness,10
872,cupper_points,7.58
873,aroma,7.42
873,flavor,7.33
873,aftertaste,7.17
873,acidity,7.67
873,body,7.33
873,balance,7.42
873,uniformity,10
873,clean_cup,10
873,sweetness,10
873,cupper_points,7.33
874,aroma,7.58
874,flavor,7.5
874,aftertaste,7.33
874,acidity,7.33
874,body,7.42
874,balance,7.25
874,uniformity,10
874,clean_cup,10
874,sweetness,10
874,cupper_points,7.25
875,aroma,7.17
875,flavor,7.33
875,aftertaste,7.33
875,acidity,7.42
875,body,7.5
875,balance,7.33
875,uniformity,10
875,clean_cup,10
875,sweetness,10
875,cupper_points,7.58
876,aroma,7.58
876,flavor,7.5
876,aftertaste,7.25
876,acidity,7.25
876,body,7.5
876,balance,7.25
876,uniformity,10
876,clean_cup,10
876,sweetness,10
876,cupper_points,7.33
877,aroma,7.75
877,flavor,7.75
877,aftertaste,7.75
877,acidity,7.67
877,body,5.25
877,balance,7.83
877,uniformity,10
877,clean_cup,10
877,sweetness,10
877,cupper_points,7.67
878,aroma,7.25
878,flavor,7.75
878,aftertaste,6.92
878,acidity,7.42
878,body,7.5
878,balance,7.58
878,uniformity,10
878,clean_cup,10
878,sweetness,10
878,cupper_points,7.25
879,aroma,7.42
879,flavor,7.33
879,aftertaste,7.25
879,acidity,7.42
879,body,7.5
879,balance,7.42
879,uniformity,10
879,clean_cup,10
879,sweetness,10
879,cupper_points,7.33
880,aroma,7.33
880,flavor,7.33
880,aftertaste,7.5
880,acidity,7.25
880,body,7.42
880,balance,7.33
880,uniformity,10
880,clean_cup,10
880,sweetness,10
880,cupper_points,7.5
881,aroma,7.25
881,flavor,7.42
881,aftertaste,7.25
881,acidity,7.5
881,body,7.5
881,balance,7.42
881,uniformity,10
881,clean_cup,10
881,sweetness,10
881,cupper_points,7.33
882,aroma,7.17
882,flavor,7.42
882,aftertaste,7.33
882,acidity,7.42
882,body,7.33
882,balance,7.42
882,uniformity,10
882,clean_cup,10
882,sweetness,10
882,cupper_points,7.58
883,aroma,7.5
883,flavor,7.33
883,aftertaste,7.5
883,acidity,7.5
883,body,7.17
883,balance,7.17
883,uniformity,10
883,clean_cup,10
883,sweetness,10
883,cupper_points,7.5
884,aroma,7.5
884,flavor,7.17
884,aftertaste,7.17
884,acidity,7.17
884,body,7.5
884,balance,7.08
884,uniformity,10
884,clean_cup,10
884,sweetness,10
884,cupper_points,8.08
885,aroma,7.42
885,flavor,7.42
885,aftertaste,7.67
885,acidity,8
885,body,7.58
885,balance,7.5
885,uniformity,9.33
885,clean_cup,9.33
885,sweetness,10
885,cupper_points,7.42
886,aroma,7.5
886,flavor,7.5
886,aftertaste,7.5
886,acidity,7.25
886,body,7.42
886,balance,7.25
886,uniformity,10
886,clean_cup,10
886,sweetness,10
886,cupper_points,7.25
887,aroma,7.58
887,flavor,7.42
887,aftertaste,7.33
887,acidity,7.42
887,body,7.33
887,balance,7.33
887,uniformity,10
887,clean_cup,10
887,sweetness,10
887,cupper_points,7.25
888,aroma,7.5
888,flavor,7.42
888,aftertaste,7.08
888,acidity,7.58
888,body,7.33
888,balance,7.33
888,uniformity,10
888,clean_cup,10
888,sweetness,10
888,cupper_points,7.42
889,aroma,7.5
889,flavor,7.67
889,aftertaste,7.33
889,acidity,7.33
889,body,7.33
889,balance,7.33
889,uniformity,10
889,clean_cup,10
889,sweetness,10
889,cupper_points,7.17
890,aroma,7.25
890,flavor,7.67
890,aftertaste,7.58
890,acidity,7.67
890,body,7.67
890,balance,7.58
890,uniformity,8.67
890,clean_cup,10
890,sweetness,10
890,cupper_points,7.58
891,aroma,7.67
891,flavor,7.25
891,aftertaste,7.17
891,acidity,7.75
891,body,7.5
891,balance,7.25
891,uniformity,10
891,clean_cup,10
891,sweetness,10
891,cupper_points,7.08
892,aroma,7.5
892,flavor,7.42
892,aftertaste,7.33
892,acidity,7.42
892,body,7.42
892,balance,7.42
892,uniformity,10
892,clean_cup,10
892,sweetness,10
892,cupper_points,7.17
893,aroma,7.58
893,flavor,7.42
893,aftertaste,7.25
893,acidity,7.58
893,body,7.25
893,balance,7.17
893,uniformity,10
893,clean_cup,10
893,sweetness,10
893,cupper_points,7.42
894,aroma,7.75
894,flavor,7.58
894,aftertaste,7.25
894,acidity,7.17
894,body,7.58
894,balance,7.33
894,uniformity,9.33
894,clean_cup,10
894,sweetness,10
894,cupper_points,7.67
895,aroma,7.42
895,flavor,7.33
895,aftertaste,7.33
895,acidity,7.33
895,body,7.17
895,balance,7.83
895,uniformity,10
895,clean_cup,10
895,sweetness,10
895,cupper_points,7.25
896,aroma,7.5
896,flavor,7.42
896,aftertaste,7.08
896,acidity,7.42
896,body,7.5
896,balance,7.33
896,uniformity,10
896,clean_cup,10
896,sweetness,10
896,cupper_points,7.33
897,aroma,7.42
897,flavor,7.42
897,aftertaste,7.08
897,acidity,7.5
897,body,7.42
897,balance,7.33
897,uniformity,10
897,clean_cup,10
897,sweetness,10
897,cupper_points,7.42
898,aroma,7.42
898,flavor,7.42
898,aftertaste,7.25
898,acidity,7.67
898,body,7.33
898,balance,7.25
898,uniformity,10
898,clean_cup,10
898,sweetness,10
898,cupper_points,7.25
899,aroma,7.58
899,flavor,7.42
899,aftertaste,7.5
899,acidity,7.17
899,body,7.08
899,balance,7.58
899,uniformity,10
899,clean_cup,10
899,sweetness,10
899,cupper_points,7.25
900,aroma,7.42
900,flavor,7.42
900,aftertaste,7.33
900,acidity,7.42
900,body,7.42
900,balance,7.33
900,uniformity,10
900,clean_cup,10
900,sweetness,10
900,cupper_points,7.25
901,aroma,7.42
901,flavor,7.42
901,aftertaste,7.17
901,acidity,7.58
901,body,7.33
901,balance,7.33
901,uniformity,10
901,clean_cup,10
901,sweetness,10
901,cupper_points,7.33
902,aroma,7.33
902,flavor,7.17
902,aftertaste,7.08
902,acidity,7.08
902,body,8.33
902,balance,8.25
902,uniformity,10
902,clean_cup,10
902,sweetness,9.33
902,cupper_points,7
903,aroma,7.42
903,flavor,7.42
903,aftertaste,7.33
903,acidity,7.33
903,body,7.5
903,balance,7.25
903,uniformity,10
903,clean_cup,10
903,sweetness,10
903,cupper_points,7.33
904,aroma,7.42
904,flavor,7.33
904,aftertaste,7.17
904,acidity,7.58
904,body,7.42
904,balance,7.5
904,uniformity,10
904,clean_cup,10
904,sweetness,10
904,cupper_points,7.17
905,aroma,7.67
905,flavor,7.5
905,aftertaste,7.42
905,acidity,7.5
905,body,6.75
905,balance,7.42
905,uniformity,10
905,clean_cup,10
905,sweetness,10
905,cupper_points,7.33
906,aroma,7.33
906,flavor,7.5
906,aftertaste,7.25
906,acidity,7.5
906,body,7.5
906,balance,7.17
906,uniformity,10
906,clean_cup,10
906,sweetness,10
906,cupper_points,7.33
907,aroma,7.67
907,flavor,7.58
907,aftertaste,7.42
907,acidity,7.58
907,body,7.58
907,balance,7.42
907,uniformity,10
907,clean_cup,10
907,sweetness,8.67
907,cupper_points,7.67
908,aroma,7.08
908,flavor,7.33
908,aftertaste,7.58
908,acidity,7.58
908,body,7.17
908,balance,7.5
908,uniformity,10
908,clean_cup,10
908,sweetness,10
908,cupper_points,7.33
909,aroma,7.33
909,flavor,7.33
909,aftertaste,7.17
909,acidity,7.5
909,body,7.58
909,balance,7.33
909,uniformity,10
909,clean_cup,10
909,sweetness,10
909,cupper_points,7.33
910,aroma,7.25
910,flavor,7.17
910,aftertaste,7.33
910,acidity,7.33
910,body,7.5
910,balance,7.75
910,uniformity,10
910,clean_cup,10
910,sweetness,10
910,cupper_points,7.25
911,aroma,7.67
911,flavor,7.58
911,aftertaste,7.17
911,acidity,7.42
911,body,7.33
911,balance,7.42
911,uniformity,9.33
911,clean_cup,10
911,sweetness,10
911,cupper_points,7.58
912,aroma,7.5
912,flavor,7.42
912,aftertaste,7.33
912,acidity,7.33
912,body,7.25
912,balance,7.33
912,uniformity,10
912,clean_cup,10
912,sweetness,10
912,cupper_points,7.33
913,aroma,7.5
913,flavor,7.5
913,aftertaste,7.33
913,acidity,7.42
913,body,7.17
913,balance,7.25
913,uniformity,10
913,clean_cup,10
913,sweetness,10
913,cupper_points,7.33
914,aroma,7.5
914,flavor,7.42
914,aftertaste,7.25
914,acidity,7.25
914,body,7.5
914,balance,7.25
914,uniformity,10
914,clean_cup,10
914,sweetness,10
914,cupper_points,7.33
915,aroma,7.5
915,flavor,7.42
915,aftertaste,7.33
915,acidity,7.08
915,body,7.58
915,balance,7.25
915,uniformity,10
915,clean_cup,10
915,sweetness,10
915,cupper_points,7.33
916,aroma,7.25
916,flavor,7.42
916,aftertaste,7.25
916,acidity,7.5
916,body,7.33
916,balance,7.33
916,uniformity,10
916,clean_cup,10
916,sweetness,10
916,cupper_points,7.42
917,aroma,7.83
917,flavor,7.33
917,aftertaste,7.08
917,acidity,7.08
917,body,7.33
917,balance,7.5
917,uniformity,10
917,clean_cup,10
917,sweetness,10
917,cupper_points,7.33
918,aroma,7.67
918,flavor,7.42
918,aftertaste,6.92
918,acidity,7.5
918,body,7.5
918,balance,7.17
918,uniformity,10
918,clean_cup,10
918,sweetness,10
918,cupper_points,7.33
919,aroma,7.5
919,flavor,7.42
919,aftertaste,7.17
919,acidity,7.58
919,body,7.25
919,balance,7.42
919,uniformity,10
919,clean_cup,10
919,sweetness,10
919,cupper_points,7.17
920,aroma,7.42
920,flavor,7.33
920,aftertaste,7.67
920,acidity,7.33
920,body,7.42
920,balance,7.5
920,uniformity,10
920,clean_cup,10
920,sweetness,9.33
920,cupper_points,7.5
921,aroma,7.58
921,flavor,7.5
921,aftertaste,7.5
921,acidity,7.67
921,body,7.67
921,balance,7.83
921,uniformity,9.33
921,clean_cup,9.33
921,sweetness,9.33
921,cupper_points,7.75
922,aroma,7.42
922,flavor,7.33
922,aftertaste,7.25
922,acidity,7.42
922,body,7.42
922,balance,7.33
922,uniformity,10
922,clean_cup,10
922,sweetness,10
922,cupper_points,7.33
923,aroma,7.5
923,flavor,7.42
923,aftertaste,7.25
923,acidity,7.25
923,body,7.33
923,balance,7.33
923,uniformity,10
923,clean_cup,10
923,sweetness,10
923,cupper_points,7.42
924,aroma,7.33
924,flavor,7.33
924,aftertaste,7.17
924,acidity,7.42
924,body,7.5
924,balance,7.5
924,uniformity,10
924,clean_cup,10
924,sweetness,10
924,cupper_points,7.25
925,aroma,7.58
925,flavor,7.42
925,aftertaste,7.25
925,acidity,7.42
925,body,7.33
925,balance,7.33
925,uniformity,10
925,clean_cup,10
925,sweetness,10
925,cupper_points,7.17
926,aroma,7.42
926,flavor,7.25
926,aftertaste,7.17
926,acidity,7.42
926,body,7.17
926,balance,8
926,uniformity,10
926,clean_cup,10
926,sweetness,10
926,cupper_points,7.08
927,aroma,7.33
927,flavor,7.5
927,aftertaste,7.33
927,acidity,7.33
927,body,7.33
927,balance,7.42
927,uniformity,10
927,clean_cup,10
927,sweetness,10
927,cupper_points,7.25
928,aroma,7.42
928,flavor,7.42
928,aftertaste,7.33
928,acidity,7.17
928,body,7.25
928,balance,7.42
928,uniformity,10
928,clean_cup,10
928,sweetness,10
928,cupper_points,7.5
929,aroma,7.5
929,flavor,7.5
929,aftertaste,7.25
929,acidity,7.5
929,body,7.42
929,balance,7.58
929,uniformity,9.33
929,clean_cup,10
929,sweetness,10
929,cupper_points,7.42
930,aroma,7.75
930,flavor,7.17
930,aftertaste,7.17
930,acidity,7.33
930,body,7.58
930,balance,7.33
930,uniformity,10
930,clean_cup,10
930,sweetness,10
930,cupper_points,7.17
931,aroma,7.5
931,flavor,7.42
931,aftertaste,7.17
931,acidity,7.42
931,body,7.5
931,balance,7.33
931,uniformity,10
931,clean_cup,10
931,sweetness,10
931,cupper_points,7.17
932,aroma,7.33
932,flavor,7.5
932,aftertaste,7.33
932,acidity,7.42
932,body,7.17
932,balance,7.33
932,uniformity,10
932,clean_cup,10
932,sweetness,10
932,cupper_points,7.42
933,aroma,7.42
933,flavor,7.42
933,aftertaste,7.17
933,acidity,7.42
933,body,7.42
933,balance,7.33
933,uniformity,10
933,clean_cup,10
933,sweetness,10
933,cupper_points,7.33
934,aroma,7.33
934,flavor,7.33
934,aftertaste,7.33
934,acidity,7.5
934,body,7.5
934,balance,7.83
934,uniformity,9.33
934,clean_cup,10
934,sweetness,10
934,cupper_points,7.33
935,aroma,7.58
935,flavor,7.33
935,aftertaste,7.08
935,acidity,7.33
935,body,7.5
935,balance,7.33
935,uniformity,10
935,clean_cup,10
935,sweetness,10
935,cupper_points,7.25
936,aroma,7.42
936,flavor,7.33
936,aftertaste,7.08
936,acidity,7.58
936,body,7.33
936,balance,7.25
936,uniformity,10
936,clean_cup,10
936,sweetness,10
936,cupper_points,7.42
937,aroma,7.33
937,flavor,7.5
937,aftertaste,7.5
937,acidity,7.33
937,body,6.83
937,balance,7.42
937,uniformity,10
937,clean_cup,10
937,sweetness,10
937,cupper_points,7.5
938,aroma,7.5
938,flavor,7.33
938,aftertaste,7.17
938,acidity,7.25
938,body,7.5
938,balance,7.42
938,uniformity,10
938,clean_cup,10
938,sweetness,10
938,cupper_points,7.25
939,aroma,7.83
939,flavor,7.75
939,aftertaste,7.42
939,acidity,7.17
939,body,7.08
939,balance,7.08
939,uniformity,10
939,clean_cup,10
939,sweetness,10
939,cupper_points,7.08
940,aroma,7.58
940,flavor,7.17
940,aftertaste,7.33
940,acidity,7.42
940,body,7.08
940,balance,7.42
940,uniformity,10
940,clean_cup,10
940,sweetness,10
940,cupper_points,7.42
941,aroma,7.25
941,flavor,7.5
941,aftertaste,7.42
941,acidity,7.17
941,body,7.33
941,balance,7.33
941,uniformity,10
941,clean_cup,10
941,sweetness,10
941,cupper_points,7.42
942,aroma,7.42
942,flavor,7.5
942,aftertaste,7.17
942,acidity,7.42
942,body,7.42
942,balance,7.42
942,uniformity,10
942,clean_cup,10
942,sweetness,10
942,cupper_points,7.08
943,aroma,7.67
943,flavor,7.33
943,aftertaste,7.25
943,acidity,7.17
943,body,7.25
943,balance,7.42
943,uniformity,10
943,clean_cup,10
943,sweetness,10
943,cupper_points,7.33
944,aroma,7.42
944,flavor,7.42
944,aftertaste,7.17
944,acidity,7.33
944,body,7.42
944,balance,7.42
944,uniformity,10
944,clean_cup,10
944,sweetness,10
944,cupper_points,7.25
945,aroma,7.42
945,flavor,7.33
945,aftertaste,7.25
945,acidity,7.42
945,body,7.42
945,balance,7.5
945,uniformity,10
945,clean_cup,10
945,sweetness,10
945,cupper_points,7.08
946,aroma,7.42
946,flavor,7.33
946,aftertaste,7.25
946,acidity,7.17
946,body,7.25
946,balance,7.42
946,uniformity,10
946,clean_cup,10
946,sweetness,10
946,cupper_points,7.58
947,aroma,7.42
947,flavor,7.42
947,aftertaste,7.25
947,acidity,7.25
947,body,7.5
947,balance,7.33
947,uniformity,10
947,clean_cup,10
947,sweetness,10
947,cupper_points,7.25
948,aroma,7.5
948,flavor,7.42
948,aftertaste,7.25
948,acidity,7.17
948,body,7.17
948,balance,7.75
948,uniformity,10
948,clean_cup,10
948,sweetness,10
948,cupper_points,7.17
949,aroma,7.75
949,flavor,7.33
949,aftertaste,7.42
949,acidity,7
949,body,7.33
949,balance,7.25
949,uniformity,10
949,clean_cup,10
949,sweetness,10
949,cupper_points,7.33
950,aroma,7.83
950,flavor,7
950,aftertaste,7
950,acidity,7.58
950,body,7.58
950,balance,7.5
950,uniformity,10
950,clean_cup,10
950,sweetness,10
950,cupper_points,6.92
951,aroma,7.5
951,flavor,7.33
951,aftertaste,7.33
951,acidity,7.17
951,body,7.33
951,balance,7.42
951,uniformity,10
951,clean_cup,10
951,sweetness,10
951,cupper_points,7.25
952,aroma,7.5
952,flavor,7.5
952,aftertaste,7
952,acidity,7.17
952,body,7.5
952,balance,7.33
952,uniformity,10
952,clean_cup,10
952,sweetness,10
952,cupper_points,7.33
953,aroma,7.67
953,flavor,7.42
953,aftertaste,7
953,acidity,7.42
953,body,7.58
953,balance,7.08
953,uniformity,10
953,clean_cup,10
953,sweetness,10
953,cupper_points,7.17
954,aroma,7.25
954,flavor,7.33
954,aftertaste,7.33
954,acidity,7.33
954,body,7.33
954,balance,7.42
954,uniformity,10
954,clean_cup,10
954,sweetness,10
954,cupper_points,7.33
955,aroma,7.58
955,flavor,7.42
955,aftertaste,7.17
955,acidity,7.42
955,body,7.17
955,balance,7.17
955,uniformity,10
955,clean_cup,10
955,sweetness,10
955,cupper_points,7.42
956,aroma,7.17
956,flavor,7.33
956,aftertaste,7.42
956,acidity,7.25
956,body,7.42
956,balance,7.33
956,uniformity,10
956,clean_cup,10
956,sweetness,10
956,cupper_points,7.42
957,aroma,7.08
957,flavor,7.33
957,aftertaste,7.42
957,acidity,7.33
957,body,7.33
957,balance,7.5
957,uniformity,10
957,clean_cup,10
957,sweetness,10
957,cupper_points,7.33
958,aroma,7.75
958,flavor,7.33
958,aftertaste,7.08
